Feature,English,French
avg BBEon_2,-0.1573817529999061,0.0617013650201489
avg BBEon_3,-0.1920032604277844,0.129205434785819
avg BBEon_4,-0.1620040496099704,0.0515177157650242
avg BBEon_5,-0.0831654646794863,0.038601212704007
avg BBEon_14,-0.0417695097966906,0.0782683264120825
avg BBEon_15,-0.1438392909687535,-0.0056965774781218
avg BBEon_16,-0.1348726289898227,0.1157030503066507
avg BBEon_17,-0.2854949806200401,0.0779938781768103
avg BBEon_18,-0.2553726789638993,0.1427019669122228
avg BBEon_19,-0.1823948669888759,0.1836685758903578
avg BBEon_20,-0.1615387765221653,0.1922727344268998
avg BBEon_21,-0.1030782159427122,0.1857435002640611
avg BBEon_22,-0.0802850990280854,0.1882721801576938
avg MFCCon_1,0.2038062751615607,-0.2018218788685463
avg MFCCon_2,-0.1732927141991276,0.2631690080483805
avg MFCCon_4,0.2541776757346739,0.0454862442687412
avg MFCCon_5,-0.2738921455061036,0.0084065971705893
avg MFCCon_6,0.0857551715732147,-0.0521320288917102
avg MFCCon_7,0.2322314848009597,0.0437935977314343
avg MFCCon_8,0.0494803183979223,-0.1056751016260884
avg MFCCon_10,0.0182443657507252,-0.1263149127287676
avg DMFCCon_1,-0.2954739598217177,0.089126163629892
avg DMFCCon_2,-0.0625644938866892,0.1421431019184793
avg DMFCCon_3,0.3086085425945142,-0.2773775490500378
avg DMFCCon_7,-0.2893108088882664,0.2277476343047342
avg DMFCCon_8,0.2741176134698406,-0.2752090336279683
avg DMFCCon_9,0.137460198504385,0.0268099801332504
avg DMFCCon_10,-0.1297044820229387,0.1211389010483501
avg DMFCCon_11,0.1926770022490668,-0.0622362285355423
avg DMFCCon_12,-0.1788704956216243,0.0534509518244741
avg DDMFCCon_1,0.5159475040687602,-0.3174241797322618
avg DDMFCCon_2,0.3769674774572381,-0.0929602375191034
avg DDMFCCon_3,-0.1113040634792378,0.0667733497456298
avg DDMFCCon_4,0.3514225750940798,-0.0551992483012518
avg DDMFCCon_5,0.3664087573577417,-0.1367846749879263
avg DDMFCCon_6,-0.26536624904527,0.0966109538839814
avg DDMFCCon_7,-0.5036329987613705,0.2126779126316949
avg DDMFCCon_8,-0.1978081098032583,0.212310536510616
avg DDMFCCon_9,-0.0335857087658645,0.1109530888080596
avg DDMFCCon_10,0.1325866237872175,-0.099568200129004
avg DDMFCCon_11,-0.0229882187982318,0.1125838861989091
avg BBEoff_2,-0.1526217913559628,0.1018092898924082
avg BBEoff_3,-0.1718756838636033,0.187205749563073
avg BBEoff_5,0.1257287225177847,-0.0122603096963682
avg BBEoff_6,0.3074658391259072,-0.0185418776051882
avg BBEoff_7,0.2364187225947419,0.0239043226628827
avg BBEoff_8,0.1942085943018876,0.0217483193161161
avg BBEoff_9,0.1401336663538894,-0.0196484746580012
avg BBEoff_10,0.097576253711659,-0.0759474100839231
avg BBEoff_11,0.0111190243320847,-0.1165774908248981
avg BBEoff_12,0.0212267882054668,-0.1239499078137925
avg BBEoff_13,0.1111373754937183,-0.0417855958188741
avg BBEoff_16,0.001262583460296,0.1283872868798509
avg BBEoff_17,-0.2447696267311319,0.0631066400186576
avg BBEoff_18,-0.1497066510546493,0.2122907392457082
avg BBEoff_19,-0.1488376372929967,0.246805379602802
avg BBEoff_20,-0.205548351743688,0.2211599089558587
avg BBEoff_21,-0.0922045561047017,0.2278258142623705
avg BBEoff_22,-0.1112592681839753,0.2174107892721017
avg MFCCoff_1,0.1844840719554584,-0.2642811043861776
avg MFCCoff_2,-0.2380395379898512,0.3117992450838681
avg MFCCoff_4,0.1185726782938944,-0.0686314290172105
avg MFCCoff_5,-0.183272596045664,0.073748555775304
avg MFCCoff_6,0.0965384121425093,-0.0419575340852178
avg MFCCoff_7,0.1773850057880717,0.0448909391846439
avg MFCCoff_8,0.1925881643825267,-0.1356493820629523
avg MFCCoff_9,0.0660349529662673,-0.0675697373403979
avg MFCCoff_10,0.1113168265956608,-0.1872098551855656
avg MFCCoff_11,-0.0325591018785074,-0.1574739092103535
avg DMFCCoff_1,0.3843218712102944,-0.1215344779552385
avg DMFCCoff_2,-0.129967335664013,0.0458419071565872
avg DMFCCoff_3,-0.0934419271629432,0.0210461990069363
avg DMFCCoff_4,-0.1980335294516635,0.0029379693103706
avg DMFCCoff_5,0.0617324180991692,-0.0421441674956699
avg DMFCCoff_6,0.3231990956496205,-0.0611608281101297
avg DMFCCoff_8,0.1197883558250998,-0.1382040295367992
avg DMFCCoff_12,-0.0765673267352841,-0.0274711133714646
avg DDMFCCoff_1,0.281771408536729,-0.0917059763907428
avg DDMFCCoff_2,-0.1635792048853983,0.0676844429209568
avg DDMFCCoff_3,0.223931859115783,-0.0593720424737614
avg DDMFCCoff_6,-0.138280043448208,0.0160422103586419
avg DDMFCCoff_11,-0.1609060117343375,0.009298762119784
avg F2,-0.0310682509028371,0.1795490793432743
avg DF2,-0.2306047189950788,0.0946224656753643
std BBEon_5,0.1205787324274758,-0.070861149346198
std BBEon_6,0.2119154069805605,-0.0879744328143496
std BBEon_7,0.2291480860495217,-0.1224943134937051
std BBEon_8,0.1942590351586026,-0.1120618438504174
std BBEon_9,0.1666707836035285,-0.1219215796723952
std BBEon_10,0.1402718048776602,-0.1286075483888794
std BBEon_11,0.0913808165379448,-0.1241129577045514
std BBEon_12,0.080661155002486,-0.0982542596845465
std BBEon_13,0.0823451905379746,-0.0560793726504817
std BBEon_17,-0.1472200885480447,-0.032667366628788
std BBEon_18,-0.1565725137617048,0.0075091168008506
std BBEon_19,-0.1060453389359703,0.0284451444629838
