Feature,I smoke daily,I smoke less than daily,A past smoker,Not a smoker
F0semitoneFrom27.5Hz_sma3nz_amean,0.0094598951997476,0.1654451668683748,0.1864861374631213,0.2468786478857554
mfcc4_sma3_amean,0.1549175756856021,0.1633860328383789,-0.0552128180086467,0.0652349694562454
HNRdBACF_sma3nz_amean,0.0474558265630915,0.2672292364197655,0.2656502605357568,0.2873640205291493
slopeV500-1500_sma3nz_amean,0.0671047306457087,0.084447309963883,0.1328615197874542,0.2174997069862116
mfcc4V_sma3nz_amean,0.1501915499507026,0.1674784474320763,-0.061773604823232,0.0712163003139125
