Feature,I smoke daily,I smoke less than daily,A past smoker,Not a smoker
avg BBEoff_1,0.0220727179088778,-0.1387811114634329,-0.2053218000778113,-0.2432835538340827
std BBEon_1,0.058135456708555,-0.1343080468291597,-0.0779419299133565,-0.1910293812459865
std MFCCoff_8,0.1877557346410063,-0.127915568905839,0.0448847419021931,0.0039847614456206
std DMFCCoff_8,0.193343980235997,-0.0468426837550237,0.0553602229943575,0.0114201409011431
