Feature,English,French
F0semitoneFrom27.5Hz_sma3nz_amean,0.0268313332183727,0.2706415885370117
loudness_sma3_stddevNorm,0.2294328563642533,-0.1941500008813096
spectralFlux_sma3_amean,-0.1320102439944446,0.1828010946828069
spectralFlux_sma3_stddevNorm,0.1608321154296815,-0.1359187178535952
mfcc1_sma3_amean,0.1792969396975459,-0.1220123240542366
mfcc1_sma3_stddevNorm,-0.1402663731997784,0.1394566774135099
mfcc2_sma3_amean,-0.260633457188291,0.2439129662530228
mfcc2_sma3_stddevNorm,0.2211876500801494,-0.0699797350055341
mfcc3_sma3_amean,-0.2538519982352331,-0.0351238071433875
mfcc4_sma3_amean,-0.1498953056308415,-0.0747605714482614
jitterLocal_sma3nz_amean,-0.2224194342417298,-0.0030691651797655
jitterLocal_sma3nz_stddevNorm,0.3623905959428794,-0.0203741189718
shimmerLocaldB_sma3nz_amean,-0.2313008725433012,-0.1536640287369287
shimmerLocaldB_sma3nz_stddevNorm,0.3886966971848924,0.037916580252471
HNRdBACF_sma3nz_amean,0.0988313828784848,0.2748412677660058
HNRdBACF_sma3nz_stddevNorm,-0.0551534063171419,-0.2016973017522303
logRelF0-H1-H2_sma3nz_amean,-0.175741417335391,0.3480241941410916
logRelF0-H1-H2_sma3nz_stddevNorm,0.1630796585955458,-0.1118617569045057
logRelF0-H1-A3_sma3nz_amean,-0.0903966990332634,0.1136914844471823
F1frequency_sma3nz_amean,-0.1847894557905622,0.2256157311299019
F1bandwidth_sma3nz_stddevNorm,-0.2543942403707844,0.0777775741430196
F1amplitudeLogRelF0_sma3nz_stddevNorm,-0.1378702693231022,-0.0549898482467584
F2frequency_sma3nz_amean,-0.2289678670593465,0.2733897213899756
F2bandwidth_sma3nz_amean,-0.2305189921349742,0.1664687746017434
F2bandwidth_sma3nz_stddevNorm,0.2431890291486106,0.0295880483144666
F2amplitudeLogRelF0_sma3nz_stddevNorm,-0.1614548745363939,-0.0159778518498655
F3frequency_sma3nz_amean,-0.2166829316782374,0.3204412211219485
F3frequency_sma3nz_stddevNorm,-0.0857762236991073,-0.2955236491301652
F3bandwidth_sma3nz_amean,0.0553916583948161,-0.0820769648748082
F3amplitudeLogRelF0_sma3nz_stddevNorm,-0.1341431392915825,-0.0151735449915891
alphaRatioV_sma3nz_amean,0.1593233774475076,-0.1514146536572951
hammarbergIndexV_sma3nz_amean,-0.1742357940120859,0.147189643522131
slopeV0-500_sma3nz_amean,0.2934926180205097,0.1003418397374516
slopeV0-500_sma3nz_stddevNorm,-0.1801372124685638,-0.0597826649656916
slopeV500-1500_sma3nz_amean,-0.3183168436571699,-0.0424970868546811
slopeV500-1500_sma3nz_stddevNorm,0.1952895218581623,0.0854703587314369
spectralFluxV_sma3nz_amean,-0.1501404974568012,0.1527817460006358
spectralFluxV_sma3nz_stddevNorm,0.2105147360563685,-0.0838900494438996
mfcc1V_sma3nz_amean,0.1866708276422855,-0.1524639537723139
mfcc1V_sma3nz_stddevNorm,-0.1980836316972009,0.1443163056765837
mfcc2V_sma3nz_amean,-0.2948641599205463,0.2143001136913648
mfcc2V_sma3nz_stddevNorm,0.2056444251714864,-0.0362709921298319
mfcc3V_sma3nz_amean,-0.2547240653849267,-0.0362284445164166
mfcc3V_sma3nz_stddevNorm,0.1800170603636256,0.0337694675922194
mfcc4V_sma3nz_amean,-0.2165424438041384,-0.0847136977424621
slopeUV0-500_sma3nz_amean,0.1554532492257116,0.0557298016415612
slopeUV500-1500_sma3nz_amean,-0.1724952301580682,0.0053087189173781
spectralFluxUV_sma3nz_amean,-0.1569621582624357,0.0132374672709827
