Feature,Max 1 glass per week,More than 1 glass per week
avg F2,-0.484095596941018,-0.2565404489033314
std F1,0.019670201319527,0.185482217268637
std DF1,-0.0057470007616365,0.1627299366544243
std DDF1,-0.0230897489970497,0.1936644236073139
