Feature,I smoke daily,I smoke less than daily,A past smoker,Not a smoker
nasal_mean,-0.1314489500350536,0.0002264282063219,0.1137878733711973,0.2077525430373585
nasal_std,0.0290519664370445,0.2506803616059109,0.1332198856270018,0.2182444012350178
stop_mean,0.0364420926083695,-0.0304604940691177,-0.0904123825133303,-0.164611618686327
velar_mean,0.0584808266860455,-0.1369553026739933,-0.0883646984728745,-0.1385727719200668
