Feature,English,French
std MFCCoff_1,-0.5310221863977584,-0.0377871577871608
std MFCCoff_7,-0.0876680072026411,0.0991255497206008
std MFCCoff_11,0.2065688865607719,-0.1408337375581295
std MFCCoff_12,0.178483317831719,-2.328121014521922e-05
std DMFCCoff_1,-0.4862264077468159,-0.0987299169381526
std DMFCCoff_7,-0.1576258000706217,0.0850920368432138
std DMFCCoff_11,0.080644437379992,-0.1221103411576083
std DDMFCCoff_1,-0.4769524092701703,-0.1105396669629768
std DDMFCCoff_7,-0.1698834030304467,0.0496243536524736
std F1,-0.0001452897556071,0.2958761254142931
std DF1,-0.069618262589866,0.2920228236003259
std DDF1,-0.0966026186404242,0.3220230156076678
std DF2,0.1125082140941332,0.315964916625664
std DDF2,0.0799608361344438,0.3749654467549171
