Feature,Not native,Native
mfcc2_sma3_amean,-0.3766165529515645,-0.0417742538615155
alphaRatioV_sma3nz_amean,0.2266932096032322,-0.0118021470378581
hammarbergIndexV_sma3nz_amean,-0.1629311560647413,0.0765302574244659
mfcc2V_sma3nz_amean,-0.3829202725712741,-0.0515714651918389
