Feature,15_33,34_45,45_56,57_85
vocalic_mean,0.0057676831465102,0.1136453025170729,0.1404624399676994,0.1536324147001087
vocalic_std,0.1446412697045445,0.2262042295799555,0.2698147104036165,0.1486999792833062
consonantal_mean,0.2841827845747398,0.2165718111860878,0.0718730493951413,-0.1468491899903852
back_mean,-0.2268648957355866,-0.1110469348281269,-0.0335219979032125,-0.026160180207893
back_std,-0.0333612400881227,0.0662244481377876,0.1693393692782867,0.1854980216892559
anterior_mean,0.3037629079647184,0.1985082349802017,0.1083413424640313,0.0697837421372715
anterior_std,0.0785529532714427,0.1524970513918106,0.2152254109671195,0.2353801521080271
open_std,0.121161536964518,0.2079942535640012,0.2037145442067692,0.0707567764506185
close_std,-0.0691737391150829,0.0498534992942738,0.2474103760818956,0.2822931941259691
nasal_mean,0.3404429489190901,0.1161948911870035,0.0746647966472306,0.0127962372915116
nasal_std,0.31654549007313,0.2368732433929939,0.1330894410871807,-0.009946645681869
stop_std,0.2582715012541341,0.2751168044915152,0.1610256564541067,0.070207356794429
continuant_mean,0.1417580684393606,0.0423403100881157,0.0876291036079813,-0.0346856667561735
continuant_std,0.1944198151011892,0.1800258007489237,0.2211514899123591,0.0527843979014465
lateral_mean,0.1680378447142669,0.0265130054605442,-0.1653669752184004,-0.2626134954373152
flap_mean,-0.1410682687011318,-0.0330946735385995,-0.1273621489411771,-0.1834740412284505
flap_std,-0.1708631461283092,-0.016321708635854,-0.0277346062749972,-0.1398915007329212
trill_mean,0.0471669150563839,0.0379060916330318,-0.1570693582268026,-0.256381267291642
trill_std,-0.2635278009489533,-0.1458263625073963,-0.1693023577370281,0.0297316171640011
strident_mean,0.1785243556815335,0.0854250466524143,0.1149917648798332,-0.008156895355656
strident_std,0.1537532666861193,0.1486728939136677,0.1423967291373765,0.0140498309203341
labial_std,0.1149229033642141,0.1300356254973901,0.1197019739358402,0.0056250001189179
dental_std,0.1922415688558251,0.2728504645061009,0.1235851680677919,0.0898387365789183
velar_std,0.1874847906961655,0.2509366184418816,0.1054201639736665,-0.0247679228081309
pause_mean,-0.2413021155479934,-0.202468780845288,0.0215147968300353,0.1711856811446808
pause_std,-0.2054822356369345,-0.1372408635886708,0.0015173688789068,0.1866115280676811
