Feature,Not native,Native
F0tiltavg,0.1548038656724136,-0.1136889226478839
F0tiltstd,0.0102206724324593,0.2221423873999095
avgtiltEvoiced,-0.1006422790024208,-0.2615136323876632
stdtiltEvoiced,-0.124468415306225,0.1575164111763862
avgdurvoiced,0.1948185634791554,0.0134603748044213
UVU,-0.2283810395169057,-0.06053367596373
VVU,0.2283810395169068,0.0605336759637298
