Feature,High School or lower,Bachelor's Degree,Master's Degree,PhD or higher
shimmerLocaldB_sma3nz_amean,-0.0442094894435215,-0.0895643375010708,-0.1926002186781143,-0.0990292741308918
HNRdBACF_sma3nz_stddevNorm,-0.0041708986351283,-0.0574278419597942,-0.1745320069847267,-0.0525076560654055
mfcc1V_sma3nz_stddevNorm,0.0794604945883046,0.0410051492279787,-0.0425434748350346,-0.0593135970940187
