Feature,Max 1 glass per week,More than 1 glass per week
vocalic_mean,-0.1975054732557555,-0.3767592840344541
open_mean,0.1384342654832368,-0.0918259532897883
continuant_mean,-0.2024564736753402,-0.0232867256494079
flap_std,0.3681051249097772,0.157553549400671
strident_mean,-0.3364133873828079,-0.1075651275469414
