Feature,I smoke daily,I smoke less than daily,A past smoker,Not a smoker
avg DDF0,-0.1248103069468326,0.0813483312390922,-0.0155407875987642,0.0567307129364058
avg Shimmer,0.1752121282746952,-0.1136598456506422,-0.0537239942856957,-0.01421132997468
std Shimmer,0.1895868567677986,-0.0198263132416677,-0.0727341793140291,-0.0268325418496332
