Feature,15_33,34_45,45_56,57_85
F0semitoneFrom27.5Hz_sma3nz_amean,0.3477488662380916,0.2019338482700667,0.1389405201703609,0.1003123816150301
loudness_sma3_amean,0.1155598928793936,0.1691867249889223,0.0662757544087169,0.0319704295687718
loudness_sma3_stddevNorm,-0.205018359704292,-0.1015918112887466,-0.054093895309299,0.0840460171192804
spectralFlux_sma3_amean,0.0764982166544902,0.1861347803532223,0.0542071696413025,-0.0019572104778505
spectralFlux_sma3_stddevNorm,-0.1418440244334024,-0.1307922760088314,-0.0118127265362061,0.149247358860237
mfcc1_sma3_amean,0.0086484289044708,-0.0085201110257836,-0.127683363587028,-0.0857395970762573
mfcc2_sma3_amean,0.0496682253105645,0.0064166309833839,0.1272420451591744,0.1715617768860342
mfcc2_sma3_stddevNorm,0.0612937962777434,0.0356154396971975,-0.0285655578925667,-0.0632695222150541
mfcc4_sma3_amean,-0.1891876343793497,-0.1274343820679643,-0.068493070805169,0.0172237063596301
jitterLocal_sma3nz_stddevNorm,0.219025559288605,0.1066920704506393,0.0003944949348337,-0.0275731037738944
shimmerLocaldB_sma3nz_amean,-0.2566602875239217,-0.1292720152299427,-0.1338834562703728,-0.1796918261556518
shimmerLocaldB_sma3nz_stddevNorm,0.3157162819660956,0.2060479450368832,0.0474935475064166,0.0118027680125709
HNRdBACF_sma3nz_amean,0.3710628339585164,0.1975312931384839,0.1747072910272936,0.144332392569357
logRelF0-H1-H2_sma3nz_amean,0.3188280264470424,0.1894001798212297,0.1378387887591016,0.1951032649754044
F1frequency_sma3nz_stddevNorm,-0.2899497081536701,-0.2347261255870654,-0.2528080650643675,-0.1834418226923013
F1amplitudeLogRelF0_sma3nz_amean,0.2270781370473662,0.1709857902595706,0.048375961895119,0.0316573902624663
F1amplitudeLogRelF0_sma3nz_stddevNorm,-0.1545431365070226,-0.1266185547049615,-0.0062719771804987,-0.0012836763012262
F2frequency_sma3nz_amean,0.2337450700747024,0.1257923836056321,0.120847417128836,0.0981045823165022
F2frequency_sma3nz_stddevNorm,-0.3550991775305841,-0.2534230196967549,-0.208968783949742,-0.1545515903240277
F2amplitudeLogRelF0_sma3nz_amean,0.2370867905364804,0.1643429295184109,0.0643984672581004,0.0076304259315
F2amplitudeLogRelF0_sma3nz_stddevNorm,-0.1432264680846365,-0.0742632149909781,-0.0064734228947974,0.0114470251007194
F3frequency_sma3nz_amean,0.2990997234178421,0.155391079976879,0.1540003588041672,0.1676325504491441
F3frequency_sma3nz_stddevNorm,-0.2931613526641598,-0.2478164983533482,-0.2355069772076648,-0.1801858448263991
F3amplitudeLogRelF0_sma3nz_amean,0.2287515670612698,0.1485369543162047,0.0621165353052969,0.0070695243170854
F3amplitudeLogRelF0_sma3nz_stddevNorm,-0.1042957626062701,-0.0831357525748867,0.0106674711070344,0.0154891383267107
alphaRatioV_sma3nz_stddevNorm,-0.0065096083661034,-0.0565686367489062,0.0528271134782422,0.1257062087499527
hammarbergIndexV_sma3nz_stddevNorm,0.0541928465505796,0.0479897300493813,-0.0527003834842441,-0.1291198140981604
slopeV0-500_sma3nz_amean,0.2237484024584888,0.2062642827258083,0.1028154030391538,0.0690719202174291
slopeV0-500_sma3nz_stddevNorm,-0.1213188255129057,-0.1439481472653931,-0.0748148626663507,-0.0337657534385599
mfcc2V_sma3nz_amean,0.017082630490841,-0.0117994071221419,0.104699795332184,0.1920220739948621
mfcc4V_sma3nz_amean,-0.2276324414349652,-0.1376668054230979,-0.1061879934440375,-0.0382973073143922
hammarbergIndexUV_sma3nz_amean,-0.1473120556553801,-0.0878903148054148,-0.0513197599643744,0.0023557466235259
slopeUV0-500_sma3nz_amean,0.139656694321124,0.157835937680121,0.0572225487334166,0.0165311093937527
spectralFluxUV_sma3nz_amean,-0.014871228732034,0.0603044996600894,-0.0804027594993284,-0.1668048105082791
